a. End User Information,,,,,,,b. Persona Information,,,,,,,,,,,,,,,,,,
1. First Name,2. Last Name,3. Age,4. Residence Address,5. Country of ID,6. Device Information,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Christopher,Mendez,73,"6683 Burton Drive Apt. 074
South Claire, ME 34185",Zambia,iPad; CPU iPad OS 6_1_6 like Mac OS X,210.15.243.253,FALSE,1672589,passed,3/15/2021 5:33:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Clinton,Wallace,64,"214 Zuniga Court
Sharichester, DE 65597",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,22.173.112.190,FALSE,4598590,failed,1/29/2021 6:33:00,passed,#N/A,not_applicable,#N/A,#N/A,#N/A,not_applicable,#N/A,#N/A,#N/A,passed,#N/A,#N/A,#N/A,passed
Morgan,Lewis,27,"3327 Vincent Via
Cruzhaven, TN 68786",United States,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,52.123.40.45,FALSE,2794846,passed,12/30/2020 13:54:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Donna,Ruiz,45,"993 Bobby Stream Apt. 590
New Peter, NC 35006",United States,Android 2.0.1,157.60.109.4,TRUE,7714525,failed,5/7/2021 4:25:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Dr.,Jessica,24,"7587 Maria Crest
New Shelly, AZ 75824",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,36.120.126.75,FALSE,2348179,passed,1/28/2021 17:54:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Douglas,Malone,19,"930 Edward Springs Apt. 526
Henryville, OR 14077",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,77.189.69.190,FALSE,6765012,passed,5/6/2021 4:34:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrew,Reyes,54,"5802 Adams Crossing
West Mariashire, WV 78067",Estonia,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.1),87.194.56.37,FALSE,7561245,failed,3/24/2021 10:47:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melanie,Thomas,32,"033 Michael Locks Suite 753
Elizabethborough, ID 47561",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; tig-ER) AppleWebKit/531.5.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.5.4",125.25.247.12,Image Quality,7758519,passed,5/15/2021 12:20:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Amanda,Garza,81,"89473 Jones Vista Apt. 011
Port Codyville, VT 66457",Guinea-Bissau,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,168.159.49.140,FALSE,3001107,passed,4/22/2021 19:17:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mr.,Joshua,78,"010 Foley Green
West Rebeccamouth, WV 37558",Macedonia,Android 2.3.7,195.228.146.219,FALSE,7981579,failed,4/29/2021 4:21:00,passed,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lori,Watkins,56,"744 Johnson Unions
North Peggy, FL 99405",United States,Android 4.4.4,44.203.147.175,FALSE,6161668,failed,4/3/2021 2:46:00,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Darren,Taylor,48,"333 Heather Hollow
Danielton, ID 24720",United States,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.35.7 (KHTML, like Gecko) Version/4.0.4 Safari/535.35.7",130.254.20.183,Image Quality,8006712,passed,4/14/2021 18:14:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Maria,Roberson,44,"34316 Keith Cliffs Suite 255
South Brendaburgh, OH 87817",United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,44.125.242.219,FALSE,2798653,passed,5/24/2021 20:51:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Pitts,50,"8254 Tami Springs Suite 372
Sandraview, VA 58207",Peru,Android 3.0,145.199.23.166,TRUE,6054921,passed,3/30/2021 13:55:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Taylor,54,"17948 Dean Grove
Finleybury, IL 45866",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,135.13.180.223,FALSE,8966615,passed,1/22/2021 18:36:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Patrick,Sanchez,35,"28051 Brian Avenue Suite 055
New Lisaland, SC 87681",United States,Opera/8.18.(X11; Linux x86_64; sr-ME) Presto/2.9.190 Version/11.00,213.215.192.248,FALSE,2956672,failed,1/5/2021 9:47:00,passed,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mario,Williams,84,"329 Kyle Ranch
Erikamouth, MN 61453",United States,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,83.138.203.222,FALSE,5767481,passed,1/23/2021 3:02:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carl,Willis,68,"1851 Diana Loaf
Johnside, OK 93686",United States,Android 1.1,65.43.241.62,FALSE,1152196,failed,4/9/2021 22:08:00,passed,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Gonzalez,41,"85276 Atkinson Prairie Suite 811
Fisherview, WY 49004",United States,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,106.28.201.208,FALSE,4638477,failed,5/2/2021 3:43:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Michael,Reeves,43,"51660 Stanton Pass Suite 165
East David, CT 18000",United States,Android 3.0,54.200.126.124,FALSE,8855697,passed,1/30/2021 13:48:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
David,Martinez,49,"845 Kyle Shores
Chambersmouth, MI 03025",United States,Opera/9.84.(Windows NT 4.0; ht-HT) Presto/2.9.181 Version/12.00,142.187.33.16,FALSE,6191213,passed,5/11/2021 23:33:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Susan,Madden,46,"1040 Griffin Curve Apt. 568
Robertberg, NV 52385",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,68.235.163.103,FALSE,7842656,passed,5/23/2021 17:14:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Nathan,Hansen,28,"93385 Samantha Islands
Lake Elizabethfort, IA 25545",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,105.1.228.232,FALSE,6390032,passed,3/1/2021 1:28:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jacob,Burton,26,"88042 Samuel Motorway Apt. 345
Karenview, ME 89852",United States,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,30.73.134.8,TRUE,6094043,failed,1/12/2021 16:58:00,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Hayley,Kelley,74,"PSC 2693, Box 8696
APO AP 46706",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ti-ET) AppleWebKit/531.50.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.50.4",160.80.18.200,FALSE,6077806,passed,3/18/2021 20:56:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Timothy,Gonzales,68,"5399 Wright Unions
Ortizton, DE 01576",United States,iPad; CPU iPad OS 6_1_6 like Mac OS X,223.80.11.55,FALSE,5159740,passed,2/3/2021 22:19:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sheila,Gilmore,25,"92097 Oneal Viaduct Apt. 286
South Sandraview, ID 09097",United States,Android 4.3.1,6.246.59.150,FALSE,2997926,passed,5/14/2021 20:52:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Chloe,Warren,18,"582 Lynn Cove Apt. 594
South Erik, WY 66828",United States,Opera/9.50.(X11; Linux i686; el-GR) Presto/2.9.186 Version/10.00,95.46.174.47,FALSE,5625178,passed,3/17/2021 14:06:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brian,Horne,75,"667 Shaffer Lock Suite 202
Johnsonstad, MD 46220",United States,Android 4.0.2,141.136.72.143,FALSE,4623733,passed,3/9/2021 7:46:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christina,Wilkinson,-75,"4565 Hawkins Trace
Lake Williamburgh, MI 16560",United States,Opera/9.57.(X11; Linux i686; ja-JP) Presto/2.9.183 Version/12.00,53.64.149.157,FALSE,2143943,passed,2/16/2021 23:17:00,not_applicable,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Calvin,Trujillo,63,"924 Adam Flat
Teresaville, NY 27453",United States,Android 5.0,79.237.37.219,Image Quality,2017663,passed,12/30/2020 19:22:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Angela,Crawford,66,"41537 John Loaf Apt. 882
New Joseph, AK 86008",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,175.136.64.116,FALSE,8424031,passed,5/13/2021 13:07:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Krystal,Davis,56,"661 Mclean Parkways
Robertfurt, WV 23775",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,97.13.41.143,FALSE,5953536,passed,5/22/2021 14:25:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Megan,Lee,46,"2605 Melissa Mount Apt. 918
New Diane, ID 88215",United States,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,152.253.254.67,FALSE,7240691,failed,12/25/2020 19:32:00,passed,failed,not_applicable,passed,failed,passed,not_applicable,failed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Angela,Matthews,16,"381 Thomas Avenue
West Gregoryfort, DE 51495",United States,Opera/9.45.(Windows NT 5.2; ts-ZA) Presto/2.9.162 Version/12.00,48.57.207.136,FALSE,6623214,passed,5/13/2021 17:49:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
John,Williams,56,"381 Smith Spurs
South Jayfort, FL 59163",United States,Android 5.0.2,211.222.122.255,FALSE,2533291,passed,2/19/2021 18:22:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Christine,Johnson,33,"414 Perez Island Suite 444
Patricktown, MD 95727",United States,Android 5.1.1,211.234.139.33,FALSE,7014864,passed,1/22/2021 7:06:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Steven,Bailey,49,"827 Jeff Common Apt. 999
South Christopherport, NM 61945",United States,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 8_4 rv:3.0; pt-BR) AppleWebKit/532.45.2 (KHTML, like Gecko) Version/5.0.5 Safari/532.45.2",188.150.5.37,FALSE,8091558,passed,5/13/2021 5:10:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Ashley,Klein,50,"629 Nguyen Road Apt. 196
Baxterton, TX 75962",United States,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.821.0 Safari/534.1",126.33.194.2,FALSE,2720885,passed,3/12/2021 22:43:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Amber,Andrews,61,"PSC 2178, Box 7096
APO AA 82545",United States,Android 7.1.2,81.168.188.86,FALSE,5036880,passed,1/9/2021 20:16:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Patricia,Richardson,70,"816 Thomas Spring
Dominguezfort, OH 73190",United States,Android 3.2.2,180.75.183.135,FALSE,4360701,passed,5/14/2021 8:20:00,passed,not_applicable,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed
Alice,Zimmerman,75,"9186 Stacy Motorway Suite 881
Andersonport, NJ 82258",United States,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_2; rv:1.9.2.20) Gecko/2016-10-05 02:39:21 Firefox/3.6.6,74.132.234.14,FALSE,5671241,failed,12/31/2020 16:59:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Diana,Smith,79,"166 Patton Coves Apt. 579
New Emily, SC 74008",United States,iPad; CPU iPad OS 7_1_2 like Mac OS X,44.139.54.129,FALSE,1463687,failed,5/3/2021 2:17:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
David,Barker,77,"6967 Kerr Village Apt. 443
Evanschester, IN 63249",United States,Opera/9.20.(Windows NT 5.01; lg-UG) Presto/2.9.179 Version/10.00,85.104.162.45,FALSE,2338741,failed,4/4/2021 16:14:00,passed,not_applicable,not_applicable,failed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jenna,Pierce,83,"USCGC Hodges
FPO AA 16193",United States,Mozilla/5.0 (Windows NT 6.2; ru-RU; rv:1.9.2.20) Gecko/2016-08-25 00:09:47 Firefox/3.6.9,131.112.216.251,FALSE,8652039,failed,4/29/2021 7:13:00,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Evan,Bates,45,"131 Davis Lights
North Paula, MT 91070",United States,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 12_6; rv:1.9.5.20) Gecko/2014-03-04 04:13:08 Firefox/6.0,57.140.128.5,FALSE,7386716,passed,5/24/2021 22:12:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Vanessa,Nguyen,59,"52561 Joshua Rapid Apt. 004
Bethmouth, UT 21745",United States,Android 1.1,93.154.101.90,FALSE,4018969,passed,3/13/2021 17:29:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jennifer,Thompson,80,"Unit 8855 Box 1333
DPO AA 81580",United States,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sat-IN) AppleWebKit/531.21.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.21.5",197.11.81.17,FALSE,7414222,failed,5/24/2021 10:10:00,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Emily,Bray,36,"842 Fernando Corner Apt. 253
Stanleyburgh, NM 58424",United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),181.141.60.237,FALSE,7065778,passed,3/4/2021 3:54:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Edwin,Hansen,45,"47677 Townsend Hill
Annachester, NV 33389",United States,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,109.72.198.38,FALSE,3669118,failed,3/6/2021 1:23:00,passed,passed,failed,passed,failed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
James,Phillips,72,"662 Kathleen Mission
Port Margaret, MN 59952",United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,220.115.181.68,FALSE,6418673,passed,1/14/2021 22:00:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Thomas,71,"05363 Antonio Springs Suite 189
Tammyville, AL 99186",United States,Opera/8.57.(Windows 98; am-ET) Presto/2.9.185 Version/12.00,200.67.112.255,FALSE,1240313,passed,5/16/2021 14:50:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Sharon,Freeman,52,"0799 Deanna Land Suite 858
Trevorton, CA 73499",United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,125.137.208.193,FALSE,6394280,passed,4/30/2021 19:01:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Jennifer,Perry,19,"0173 Anthony Springs Suite 323
South Matthew, CT 45428",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,179.154.64.223,FALSE,3752911,failed,5/2/2021 4:23:00,not_applicable,passed,failed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kristina,Fitzgerald,75,"784 Perez Land
Cohenport, FL 87342",United States,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/41.0.805.0 Safari/531.0",9.213.227.62,FALSE,2548116,passed,2/24/2021 12:39:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Lisa,Medina,50,"4293 Nicholas Views
East Rebecca, OK 86104",United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,93.107.58.24,FALSE,1400126,passed,3/29/2021 13:15:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Raven,Ward,23,"Unit 3323 Box 4242
DPO AE 20214",United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,58.53.227.142,FALSE,3474472,passed,4/30/2021 2:00:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Richard,Pena,50,"5982 Sanchez Shoal Suite 633
Carterville, AR 75038",United States,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.26.7 (KHTML, like Gecko) Version/5.1 Safari/534.26.7",17.206.96.72,FALSE,4750990,failed,4/23/2021 15:33:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Eric,Arnold,60,"410 Jennifer Hill
East Nicole, TX 26790",United States,Android 2.2.1,27.221.160.181,FALSE,4805773,passed,5/4/2021 17:04:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Susan,Livingston,40,"10766 Paul Ports Apt. 870
Sharpshire, DC 77187",United States,Android 2.1,124.185.231.140,FALSE,7896024,failed,1/26/2021 20:02:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
